,Unnamed: 0,Agency,Organization,Account Type,Character Code,Object,2015,2016 adjusted,2017 adjusted,2018 adjusted
3694,3694,51 -  PARKS,51210 - PARK MTC FOREST ADMIN,Revenue,49 - TRANSFER IN,49124 - TRANSFER IN FROM OTHER RESTRIC,40.0,55.14098327039081,4.848546962782001,25.53119365602539
3695,3695,51 -  PARKS,51220 - PARK MTC FORESTRY GENERAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,40.0,198.06387668962216,77.57675140451201,37.82399060151909
3696,3696,51 -  PARKS,51220 - PARK MTC FORESTRY GENERAL,Expense,59 - TRANSFER OUT,59140 - TRANSFER OUT TO CAPITAL PROJEC,40.0,588.2497137681779,143.08062087169682,718.655821428863
3697,3697,51 -  PARKS,51221 - PARK MTC FORESTRY PLANNING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,40.17,266.0592055571695,385.0715997841466,0.0
3698,3698,51 -  PARKS,51230 - PARK MTC FACILITY MAINTENANCE,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,40.25,35.829755293152644,25.30941514572205,34.84535134164947
3699,3699,51 -  PARKS,51230 - PARK MTC FACILITY MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,40.25,54.4675660896461,798.2453777645775,0.0
3700,3700,51 -  PARKS,51240 - PARK MTC PARKS MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,41.1,0.0,0.0,10.515069387222306
3701,3701,51 -  PARKS,51242 - PARK MTC WEST PARKS,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,41.11,0.0,0.0,0.0
3702,3702,51 -  PARKS,51243 - PARK MTC CENTRAL PARKS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,41.49,548.1615851261984,0.0,0.0
3703,3703,51 -  PARKS,51245 - PARK MTC CONSTRUCTION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,41.5,81.37454373793128,0.0,1.2481916898501302
3704,3704,51 -  PARKS,51246 - PARK MTC CONSERVATION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,41.68,-41.276511902117264,0.0,31.857256084129453
3705,3705,51 -  PARKS,51247 - PARK MTC PARK RANGERS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,41.69,0.0,0.0,0.0
3706,3706,60 -  BUILDING INSPECTION,60400 - BI CONSUMER PROTECTION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,41.79,95.61533647191509,69.5281634462939,0.0
3707,3707,62 -  COMMUNITY DEVELOPMENT,62110 - AFFORDABLE HOUSING GENERAL GL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,41.83,42.37576641774466,42.4538772061192,16.566907883465365
3708,3708,62 -  COMMUNITY DEVELOPMENT,62111 - HOUSING SUPPLY GF,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,41.83,42.37576641774466,42.4538772061192,16.566907883465365
3709,3709,62 -  COMMUNITY DEVELOPMENT,62112 - HOUSING ASSISTANCE GF,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,41.83,42.37576641774466,42.4538772061192,16.566907883465365
3710,3710,62 -  COMMUNITY DEVELOPMENT,62220 - ECON DEV EMPLOYMT OPPS GEN GF,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,42.0,0.0,4142.8118610673055,1670.47763292079
3711,3711,62 -  COMMUNITY DEVELOPMENT,62221 - JOB CREATN AND CMTY BUS DEV GF,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,42.0,10.398353526205165,0.0,0.0
3712,3712,62 -  COMMUNITY DEVELOPMENT,62222 - SM BUS MICROENTERPRISE DEV GF,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,42.1,32.938022693484164,42.279329515459054,20.916666802640066
3713,3713,62 -  COMMUNITY DEVELOPMENT,62223 - ADULT WKFORCE PREPAREDNESS GF,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,42.51,1467.1977793537144,22.652411410117512,1194.0466473040556
3714,3714,62 -  COMMUNITY DEVELOPMENT,62224 - YOUTH EMPLMT OPPS AND TRAINING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,43.1,28.590520600146967,62.090492405386314,89.5199297561453
3715,3715,62 -  COMMUNITY DEVELOPMENT,62330 - STRONG HEALTHY NBRHOODS GEN GF,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,43.11,495.4765939267588,886.8865133381581,238.93414862979614
3716,3716,62 -  COMMUNITY DEVELOPMENT,62331 - NBRHD CTRS AND CMTY GARDENS GF,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,43.18,0.0,0.0,253.4018250348772
3717,3717,62 -  COMMUNITY DEVELOPMENT,62331 - NBRHD CTRS AND CMTY GARDENS GF,Expense,54 - PURCHASED SERVICES,54112 - ELECTRICITY,43.67,23.56960132606504,191.51760502988904,210.64180365985985
3718,3718,62 -  COMMUNITY DEVELOPMENT,62331 - NBRHD CTRS AND CMTY GARDENS GF,Expense,54 - PURCHASED SERVICES,54210 - BUILDING IMPROV REPAIR MAINT,43.67,23.56960132606504,191.51760502988904,210.64180365985985
3719,3719,62 -  COMMUNITY DEVELOPMENT,62331 - NBRHD CTRS AND CMTY GARDENS GF,Expense,54 - PURCHASED SERVICES,54250 - GROUNDS IMPROV REPAIR MAINT,43.67,23.56960132606504,191.51760502988904,210.64180365985985
3720,3720,62 -  COMMUNITY DEVELOPMENT,62331 - NBRHD CTRS AND CMTY GARDENS GF,Expense,54 - PURCHASED SERVICES,54260 - SNOW REMOVAL,43.77,680.5078675302037,14.671703109378335,87.70437820727241
3721,3721,62 -  COMMUNITY DEVELOPMENT,62331 - NBRHD CTRS AND CMTY GARDENS GF,Expense,54 - PURCHASED SERVICES,54852 - PROPERTY INSURANCE,44.0,0.0,2.9285223655203287,0.0
3722,3722,62 -  COMMUNITY DEVELOPMENT,62331 - NBRHD CTRS AND CMTY GARDENS GF,Expense,54 - PURCHASED SERVICES,54860 - TAXES AND SPECIAL ASSESSMENTS,44.21,343.6408260564945,1091.504892261484,163.9480872622845
3723,3723,62 -  COMMUNITY DEVELOPMENT,62331630 - MEADOWOOD NEIGHBORHOOD CNTR,Expense,54 - PURCHASED SERVICES,54820 - COMMUNITY AGENCY CONTRACTS,44.24,39.484033818076185,0.0,0.0
3724,3724,62 -  COMMUNITY DEVELOPMENT,62331632 - PE/PR NBRHD EMPLOYMENT CENTER,Expense,54 - PURCHASED SERVICES,54210 - BUILDING IMPROV REPAIR MAINT,44.44,0.0,0.0,0.0
3725,3725,62 -  COMMUNITY DEVELOPMENT,62331632 - PE/PR NBRHD EMPLOYMENT CENTER,Expense,54 - PURCHASED SERVICES,54655 - PRINTING SERVICES,44.44,0.0,0.0,0.0
3726,3726,62 -  COMMUNITY DEVELOPMENT,62332 - CAP IMPRVMTS FOR CMTY ORGS GF,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,44.44,0.0,0.0,10.43942140601927
3727,3727,62 -  COMMUNITY DEVELOPMENT,62333 - NBRHD REVITLZTN PLANS PROJS GF,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,44.44,0.0,0.0,11.545773131113705
3728,3728,62 -  COMMUNITY DEVELOPMENT,62440 - COMMUNITY SUPPORT SVCS GENERAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,44.44,0.0,9.289815980690316,21.427290675760567
3729,3729,62 -  COMMUNITY DEVELOPMENT,62441 - YOUTH SERVICES,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,44.44,0.0,37.59563314941164,0.0
3730,3730,62 -  COMMUNITY DEVELOPMENT,62446 - CHILDREN AND FAMILIES,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,44.47,0.0,4892.756013988647,142.92740448549029
3731,3731,62 -  COMMUNITY DEVELOPMENT,62447 - SERVICES FOR OLDER ADULTS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,44.48,0.0,0.0,33.947031564863394
3732,3732,62 -  COMMUNITY DEVELOPMENT,62471 - SENIOR CENTER,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,44.71,14.409147029170015,0.0,11.347197180455728
3733,3733,62 -  COMMUNITY DEVELOPMENT,62472 - SENIOR CENTER FOUNDATION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,44.88,2560.827280883132,3430.3760674500427,4106.692499571684
3734,3734,62 -  COMMUNITY DEVELOPMENT,62473 - SENIOR CENTER OASIS GRANT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,44.95,0.0,0.0,0.0
3735,3735,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,45.0,0.0,43.63692266503801,378.23990601519097
3736,3736,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,51 - SALARIES,51110 - PERMANENT WAGES,46.25,3692.4256275739504,9054.768121028568,16653.609925921694
3737,3737,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,51 - SALARIES,51130 - WORKERS COMPENSATION WAGES,46.74,0.0,0.0,0.0
3738,3738,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,47.0,2644.043818674277,12.606222103233204,14.18399647556966
3739,3739,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,47.69,21.59886575300329,37.149566828835695,39.79083811279809
3740,3740,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,51 - SALARIES,51320 - OVERTIME WAGES HOURLY,47.72,136.50562381448762,143.65274941330512,0.0
3741,3741,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,52 - BENEFITS,52210 - FLEXIBLE SPENDING BENEFITS,47.84,0.0,0.3975808509481241,0.0
3742,3742,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,52 - BENEFITS,52310 - UNEMPLOYMENT BENEFITS,47.98,3.248247577709804,1.9394187851128004,1.8155515488729168
3743,3743,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,48.1,74.50172721680137,0.0,0.0
3744,3744,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,52 - BENEFITS,52411 - DENTAL INSURANCE BENEFIT,48.28,61.954380628513825,38.01260818821089,0.0
3745,3745,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,52 - BENEFITS,52412 - LIFE INSURANCE BENEFIT,48.33,419.85580580666107,207.197805907526,128.8568799817252
3746,3746,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,52 - BENEFITS,52413 - WAGE INSURANCE BENEFIT,48.66,44.544565867496026,103.2546561194055,82.12533959354833
3747,3747,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,49.0,0.0,0.0,0.0
3748,3748,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,52 - BENEFITS,52750 - OTHER POST EMPLOYMENT BENEFIT,49.5,0.0,3.0545845865526604,0.0
3749,3749,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,52 - BENEFITS,52810 - WORKERS COMPENSATION,49.9,255.88862548915736,448.025133548908,0.0
3750,3750,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,50.0,0.0,0.0,0.0
3751,3751,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,53 - SUPPLIES,53120 - COPY PRINTING SUPPLIES,50.0,24.75798458620277,96.97093925564,56.111890057353584
3752,3752,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,53 - SUPPLIES,53150 - POSTAGE,50.0,49.51596917240554,48.48546962782,0.0
3753,3753,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,54 - PURCHASED SERVICES,54520 - CONFERENCES AND TRAINING,50.0,49.51596917240554,1638.8088734203166,1634.5259298540461
3754,3754,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,54 - PURCHASED SERVICES,54655 - PRINTING SERVICES,50.0,54.4675660896461,0.0,0.0
3755,3755,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,54 - PURCHASED SERVICES,54680 - PARKING TOWING SERVICES,50.0,59.419163006886656,48.87335338484257,0.0
3756,3756,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,50.0,74.27395375860831,72.72820444173001,0.0
3757,3757,62 -  COMMUNITY DEVELOPMENT,62550 - CD DIVISION 26 PRGM ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,50.0,101.0125771117073,363.64102220865016,380.13110554526685
3758,3758,62 -  COMMUNITY DEVELOPMENT,62551 - CD DIVISION 27 PRGM ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,50.0,546.0918176147917,1464.0478466938018,702.1361935336495
3759,3759,62 -  COMMUNITY DEVELOPMENT,62560 - GREEN MADISON GF,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,50.0,3713.0539803311744,246.88801134485948,2457.7934532890604
3760,3760,63 -  ECONOMIC DEVELOPMENT,63110 - EDD ECON REVITALIZATION LOANS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,50.01,0.0,0.0,0.0
3761,3761,63 -  ECONOMIC DEVELOPMENT,63110 - EDD ECON REVITALIZATION LOANS,Expense,54 - PURCHASED SERVICES,54835 - LOANS,50.19,56.230334592183745,0.0,0.0
3762,3762,63 -  ECONOMIC DEVELOPMENT,63111 - EDD ECON REVITALIZATION GRANTS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,50.22,0.0,0.0,68.06427108743361
3763,3763,63 -  ECONOMIC DEVELOPMENT,63112 - EDD ECON REVITALIZATION REV BO,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,50.22,20449.73875322545,28.916734086031852,5834.350550284321
3764,3764,63 -  ECONOMIC DEVELOPMENT,63113 - EDD ECON REVITALIZATION TIF,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,50.4,0.0,0.0,0.0
3765,3765,63 -  ECONOMIC DEVELOPMENT,63220 - EDD OBR VENDING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,50.53,198.4798108306704,45.54725016837412,0.0
3766,3766,63 -  ECONOMIC DEVELOPMENT,63221 - EDD OBR ECON DEV BUSINESS ASST,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,50.56,0.0,0.0,0.0
3767,3767,63 -  ECONOMIC DEVELOPMENT,63221 - EDD OBR ECON DEV BUSINESS ASST,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,50.96,97.8138455031699,84.19016946174665,90.81540143424736
3768,3768,63 -  ECONOMIC DEVELOPMENT,63221 - EDD OBR ECON DEV BUSINESS ASST,Expense,54 - PURCHASED SERVICES,54835 - LOANS,51.0,248.9365834173516,0.0,0.0
3769,3769,63 -  ECONOMIC DEVELOPMENT,63222 - EDD OBR BUS ORGANIZATION OUTRC,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,51.06,0.0,0.0,0.0
3770,3770,63 -  ECONOMIC DEVELOPMENT,63330 - EDD RE ACQUISITIONS DISPOSALS,Expense,51 - SALARIES,51112 - SALARY REIMBURSED,51.2,142.3287017891625,145.11701059606528,272.19089236618186
3771,3771,63 -  ECONOMIC DEVELOPMENT,63330 - EDD RE ACQUISITIONS DISPOSALS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,51.38,0.0,0.0,0.0
3772,3772,63 -  ECONOMIC DEVELOPMENT,63330 - EDD RE ACQUISITIONS DISPOSALS,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,51.4,0.0,0.0,0.0
3773,3773,63 -  ECONOMIC DEVELOPMENT,63331 - EDD RE LEASES LICENSES,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,51.4,289.74764520924833,138.93026467155548,0.0
3774,3774,63 -  ECONOMIC DEVELOPMENT,63332 - EDD RE ENCROACHMENT EASE PRMT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,51.6,0.0,0.0,0.0
3775,3775,63 -  ECONOMIC DEVELOPMENT,63333 - EDD RE CSM PLATS TITLES,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,52.0,3259.368864385926,0.0,202.3583497181272
3776,3776,64 -  PCED OFFICE OF DIRECTOR,64100 - PCED ADMIN AND SUPPORT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,52.74,0.0,0.0,0.0
3777,3777,64 -  PCED OFFICE OF DIRECTOR,64100 - PCED ADMIN AND SUPPORT,Expense,59 - TRANSFER OUT,59140 - TRANSFER OUT TO CAPITAL PROJEC,52.77,23.757762008920174,23.26332832742804,10.713645337880283
3778,3778,65 -  PLANNING,65101 - PL NEIGH PLAN PRES DESIGN ADMI,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,52.8,0.0,0.0,0.0
3779,3779,65 -  PLANNING,65101 - PL NEIGH PLAN PRES DESIGN ADMI,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,52.97,0.0,0.0,0.0
3780,3780,65 -  PLANNING,65110 - PL NEIGHBORHOOD PLANNING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,53.31,66.08401245749246,0.0,0.0
3781,3781,65 -  PLANNING,65111 - PL PRESERVATION PLANNING,Revenue,42 - INTERGOV REVENUES,42210 - STATE REVENUES OPERATING,53.47,0.0,0.0,0.0
3782,3782,65 -  PLANNING,65111 - PL PRESERVATION PLANNING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,53.54,0.0,0.0,0.0
3783,3783,65 -  PLANNING,65112 - PL MADISON ARTS PROGRAM,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,53.7,16.42939857140416,373.4253899795442,409.189386324884
3784,3784,65 -  PLANNING,65113 - PL URBAN DESIGN COMMISSION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,54.0,0.0,0.0,0.0
3785,3785,65 -  PLANNING,65114 - PL SPECIAL PROJECTS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,54.42,0.0,5.207339438027869,0.5011678754701281
3786,3786,65 -  PLANNING,65115 - PL TIF CDA REDEVELOPMENT PLAN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,54.65,0.1980638766896222,5.798862167487274,0.8794077814853191
3787,3787,65 -  PLANNING,65201 - PL COMP PLAN AND DEVELOP ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,54.65,0.1980638766896222,5.798862167487274,0.8794077814853191
3788,3788,65 -  PLANNING,65220 - PL PLAN COMMISSION DEV REVIEW,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,54.65,0.1980638766896222,5.866741824966222,0.9455997650379774
3789,3789,65 -  PLANNING,65221 - PL DEVELP LAND USE ZONING REG,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,54.65,0.1980638766896222,5.866741824966222,0.9455997650379774
3790,3790,65 -  PLANNING,65222 - PL COMP NEIGH SPEC AREA PLAN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,54.65,0.1980638766896222,5.866741824966222,0.9455997650379774
3791,3791,65 -  PLANNING,65223 - PL TRANSPORTATION PLAN NON MPO,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,54.78,0.0,4268.457107060837,1181.4607144314002
3792,3792,65 -  PLANNING,65224 - PL LAND USE POLICY INTERGOV PL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,54.93,141.17002811052822,109.49958460746872,83.31679529749618
3793,3793,65 -  PLANNING,65225 - PL RESEARCH INFORMATION SERVIC,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,55.0,0.0,191.36245152708003,1716.2635735439292
3794,3794,65 -  PLANNING,65226 - PL GEO GIS ADMINISTRATION MAIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,55.01,0.0,38.788375702256005,0.0
3795,3795,65 -  PLANNING,65300 - PL METROPOLITAN PLANNING ORG,Expense,59 - TRANSFER OUT,59124 - TRANSFER OUT TO OTHER RESTRICT,55.15,0.0,0.0,541.1478335359336
3796,3796,30 -  FIRE,30240 - FIRE GENERAL PREVENTION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,55.22,0.0,0.0,2451.325550896201
3797,3797,31 -  POLICE,31100 - POLICE FIELD,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,55.5,0.0,6.1867459245098315,0.17966395535721572
3798,3798,50 -  LIBRARY,50300755 - LIB COL RES & ACCESS MEA,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,55.78,65.07388668637536,40.32051654249512,70.5039184812316
3799,3799,40 -  ENGINEERING,40250 - ENG MAPPING ADMIN,Expense,53 - SUPPLIES,53130 - FURNITURE,55.95,347.82987704848,51.75339028073508,42.523621433757846
3800,3800,50 -  LIBRARY,50400760 - LIB FAC SUPPORT CENTER BADGER,Expense,54 - PURCHASED SERVICES,54350 - LEASE RENTAL OF EQUIPMENT,56.04,55.29943437174251,41.94962832198986,39.923222079903404
3801,3801,50 -  LIBRARY,50300759 - LIB COL RES & ACCESS SMB,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,56.89,13.339602095046056,0.0,9.692397591639267
3802,3802,50 -  LIBRARY,50300752 - LIB COL RES & ACCESS HAW,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,56.95,0.0,0.0,0.0
3803,3803,64 -  PCED OFFICE OF DIRECTOR,64100 - PCED ADMIN AND SUPPORT,Expense,54 - PURCHASED SERVICES,54510 - RECRUITMENT,57.97,53.87337445957723,99.43400111273328,50.03168356815938
3804,3804,22 -  EMPLOYEE ASSISTANCE PROGRAM,22100 - EMPLOYEE ASSISTANCE PROGRAM,Expense,54 - PURCHASED SERVICES,54880 - PERMITS AND LICENSES,58.0,264.4152753806456,0.0,0.0
3805,3805,16 -  HUMAN RESOURCES,16200 - HR EMPLOYEE & LABOR RELATIONS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,58.05,53.932793622584114,99.63764008517012,50.145155539963945
3806,3806,22 -  EMPLOYEE ASSISTANCE PROGRAM,22100 - EMPLOYEE ASSISTANCE PROGRAM,Expense,54 - PURCHASED SERVICES,54232 - CUSTODIAL BUILDING USE CHARGES,58.05,53.932793622584114,99.63764008517012,50.145155539963945
3807,3807,22 -  EMPLOYEE ASSISTANCE PROGRAM,22100 - EMPLOYEE ASSISTANCE PROGRAM,Expense,54 - PURCHASED SERVICES,54210 - BUILDING IMPROV REPAIR MAINT,58.21,0.0,0.0,0.0
3808,3808,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,54 - PURCHASED SERVICES,54880 - PERMITS AND LICENSES,59.0,0.0,0.0,0.0
3809,3809,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,53 - SUPPLIES,53155 - PROGRAM SUPPLIES,59.25,0.0,0.0,0.0
3810,3810,50 -  LIBRARY,50400755 - LIB FACILITIES MEADOWRIDGE,Expense,53 - SUPPLIES,53410 - MACHINERY AND EQUIPMENT,59.32,748.7012602744408,786.3955289875383,888.1356673166196
3811,3811,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,54 - PURCHASED SERVICES,54515 - MILEAGE,59.46,0.0,98.7552045379438,1898.3766322925928
3812,3812,30 -  FIRE,30110 - FIRE GEN FIELD OP,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,59.46,202.7381841794973,160.29296258957297,264.11547037275744
3813,3813,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,53 - SUPPLIES,53250 - FOOD AND BEVERAGE,59.74,58.706133050804006,55.651622038811816,50.646323415434075
3814,3814,50 -  LIBRARY,50224 - LIB COMM ENGAGE ALL AGES,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,59.77,0.0,0.0,0.0
3815,3815,62 -  COMMUNITY DEVELOPMENT,62440 - COMMUNITY SUPPORT SVCS GENERAL,Expense,52 - BENEFITS,52716 - POST EMPLOYMENT HEALTH PLANS,59.92,0.0,184.6326683427386,223.9747603468953
3816,3816,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,54 - PURCHASED SERVICES,54695 - PROGRAM SERVICES,60.0,0.0,0.0,0.0
3817,3817,50 -  LIBRARY,50100751 - LIB PUBLIC SERVICE CENTRAL,Expense,54 - PURCHASED SERVICES,54230 - FACILITY RENTAL,60.0,0.0,0.0,0.0
3818,3818,50 -  LIBRARY,50300754 - LIB COL RES & ACCESS LAKEVIEW,Expense,53 - SUPPLIES,53110 - OFFICE SUPPLIES,60.0,59.419163006886656,0.0,0.0
3819,3819,30 -  FIRE,30252 - FIRE INSPECTION ELEVATOR,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,60.2,3806.2034215383037,0.0,0.0
3820,3820,22 -  EMPLOYEE ASSISTANCE PROGRAM,22100 - EMPLOYEE ASSISTANCE PROGRAM,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,60.21,356.44565568447854,9.154056665732416,0.0
3821,3821,15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,56 - DEBT OTHR FINANCING,56210 - INTEREST,60.32,0.0,0.0,0.0
3822,3822,62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Expense,52 - BENEFITS,52610 - FICA MEDICARE BENEFITS,60.46,83.04818349595858,0.0,68.08318308273437
3823,3823,62 -  COMMUNITY DEVELOPMENT,62551 - CD DIVISION 27 PRGM ADMIN,Expense,52 - BENEFITS,52710 - MOVING EXPENSES,60.47,65.89585177463731,63.56445068207203,61.662560678126496
3824,3824,11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,54 - PURCHASED SERVICES,54121 - CELLULAR TELEPHONE,61.0,39.266163553717604,65.16447117979011,27.70607311561274
3825,3825,50 -  LIBRARY,50100751 - LIB PUBLIC SERVICE CENTRAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,61.35,0.0,0.0,173.4419089032658
3826,3826,15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,61.43,1978.7967728430085,4083.562617182108,14549.792288676954
3827,3827,51 -  PARKS,51180 - PARK COM REC OLBRICH GENERAL,Expense,54 - PURCHASED SERVICES,54625 - CREDIT CARD SERVICES,61.46,67.58929792033356,59.346214824451685,226.94394360911457
